date,star,review
2023.08.31.,4.0,None
2023.08.30.,5.0,None
2023.08.29.,1.0,"직원분들이 너무 불친절해요
주문 빨리 안한다고 화내고 자꾸 다그쳐요
맛은 맛있긴 했는데 많은... 더보기"
2023.08.28.,5.0,"가격 존버의 존버의 존버를 더해서 결국 혜자가 된 집
흡사 우사인 볼트에 견줄만한 조리 속도와
변함없는 맛 하나는 충분히 월클 ... 더보기"
2023.08.28.,5.0,"40년전부터 명동 갈때면 어머니 손붙잡고 갔던 곳..
마늘향이 강하고 양도 줄었지만..
맛과... 더보기"
2023.08.28.,1.0,솔직히 이 집 왜 유명한지 1도 모르겠습니다. 3층 카운터 보시는 직원분도 들어가서부터 하나도 친절하지 않고 다그치기만 해요. 물이 이상한 맛이 나기 힘든데 물조차 맛없습니다. 한번은 속아서 왔지만 다시는 안 올것 같네요.
2023.08.27.,5.0,None
2023.08.24.,2.0,칼국수와 비빔국수 모두 양이 줄고 맛이 변함. 고기 고명이 줄어서인지 진하고 고소한 맛도 덜한 듯. 둘이 가서 국수 2개 시켰는데 양이 줄었길래 사리 2개 추가했더니 직원이 면전에서 한숨 쉼. 돈도 많이 벌었을 텐데 진짜 손님한테 너무 하다 싶었음. 계산하면 주던 껌도 없어짐.
2023.08.24.,4.0,처음먹었을때보단 감흥이 적었지만 명동에 가면 들려야...
2023.08.24.,4.0,국물이 맛있었어요 (개인적으로 비빔 보다 칼국수가 더 맛있어요)
2023.08.23.,5.0,None
2023.08.21.,5.0,"예전 명동 나와서 먹던 칼국수맛 그대로~
교자만두눈 환상적임"
2023.08.21.,3.0,가끔씩 생각이남
2023.08.19.,4.0,칼국수 맛도  김치맛도  예전같지 않음
2023.08.19.,5.0,None
2023.08.18.,4.0,"1년전 바퀴벌레 후기 보고 비위 상해서 안가다가 근처 갈 일 있어서 다시 방문.
여름 콩국수와 칼국수 맛 하나는 진짜.
바퀴벌레 다리 한두마디 정도는 참고 씹어 먹을 맛."
2023.08.16.,5.0,None
2023.08.16.,4.0,"비빔국수 생각보다 맵고 콩국수 퀄리티가 꽤나 좋다 
외국인들이 많음"
2023.08.15.,5.0,None
2023.08.15.,4.0,None
2023.08.14.,5.0,칼국수
2023.08.14.,3.0,일단 사람이 많아도 테이블 회전이 빨라서 거의 기다리지 않고 먹었던거 같았어요 만두랑 칼국수 시켜먹었는데 대만에서 먹었던 맛있게 먹었던 면이랑 맛이 비슷해서 좋았습니다
2023.08.13.,5.0,칼국수 만두 콩국수 비빔국수
2023.08.12.,5.0,여름에 콩국수가 예술입니다
2023.08.11.,4.0,"8세 아이랑 가서 칼국수1 만두1 주문했는데 면 리필은 안된다고 밥만 해주셨어요
자일리톨껌도 이제 없나봐요 그래도 맛있었어요"
2023.08.11.,5.0,"서비스하며 무한리필 면에 육수 리필
맛도 안정적이고
관광객 코스지만 이만한 완성도의 집 많지 않다고 봄"
2023.08.10.,4.0,"솔직히 이렇게 줄 서서 먹을 맛은 아닌 것 같아요. 그리고 1년 전이라고는 하지만 콩국수 안에서 바퀴벌레 다리로 추정되는 이물질이 나온 건... 후기 보고 거부감 들어서 가기 싫었는데 일행이 원해서 갔다 왔는데, 지금 위생이 아떻든 확인할 방법이 없으니 저라면 굳이 ... 더보기"
2023.08.09.,3.0,"칼국수 맛있네요 칼국수 안에 있는 만두는 제 취향엔 별로였어요...
만두 맛은 평범한데 양이 많아서 겨우 먹었어요 
운좋게 웨이팅없이 먹어서 그런가 회전율... 더보기"
2023.08.09.,5.0,맛있어요 점심시간 피해서가세요 웨이팅 잘빠지긴해요
2023.08.08.,5.0,"맛있음
마늘김치가 진짜 짱
리필도 되서 너무 좋아요"
2023.08.07.,2.0,맛 줄서는 이유 모르겠음
2023.08.07.,5.0,진주회관 대신 명동에서 콩국수 먹기 좋은 곳입니다
2023.08.07.,4.0,맛이 예전하고 다르지만 독특한 맛이라 좋습니다.
2023.08.04.,5.0,"살면서 먹은 칼국수 중에 가장 맛있다.
바퀴벌레 나와도 맛있게 씹어먹을 맛"
2023.08.04.,5.0,줄도 길고 분주하지만 맛 하나로 용서되는곳
2023.08.03.,4.0,맛은 있는데 친절하진 않음
2023.08.03.,4.0,진한 칼국수와 김치는 언제나 맛있음
2023.08.02.,5.0,None
2023.08.01.,5.0,"이곳에서 정말 좋은 추억들밖에 없었고, 맛있었기 때문에 좋은 추억으로 남았을 겁니다.
항상 갈때마다 설레는 곳..이 맛이 영원했으면 좋겠네요
ദ്ദിᐢ. .ᐢ₎"
2023.07.31.,1.0,None
2023.07.31.,4.0,None
2023.07.29.,4.0,None
2023.07.29.,1.0,깨갱깨개개갱 우** 아줌마 마인드가 글렀어요 싸가지 뒤지게 없음 ㄹㅇ
2023.07.26.,3.0,None
2023.07.24.,4.0,None
2023.07.24.,5.0,None
2023.07.23.,4.0,"칼국수는 항상 그맛입니다. 비빔국수는 처음이었는데, 맛있네요."
2023.07.23.,5.0,None
2023.07.20.,1.0,"짜기만하고 불친절하고 다신 갈일 없음

손님버릇 잘못든다니 뭐니 하면서 밥얻어먹으러 오는 사람 취급함"
2023.07.20.,5.0,존맛 ^ㅠ^
2023.07.16.,5.0,"칼국수, 콩국수 먹었는데 예상보다 콩국수가 맛있었습니다. 단순히 고소한 것도 아니고 짜거나 달거나 한 것도 아닌 것이 제 입에는 딱 맞았습니다. 칼국수도 나름의 특색이 있어서 나쁘지 않았습니다.
긴 시간 웨이팅 해가면서까지 먹을 필요은 없으나 명동 들린 김에 한 끼 식사로 나쁘지 않다고 생각합니다."
2023.07.12.,1.0,일행이 다올때까지 들어가지못함.. 불친절. 맛도 줄 설정도는 아님
2023.07.12.,5.0,None
2023.07.11.,3.0,뭔가 다 애매하네요...  맛도 서비스도 예전에 갔던 기억이 강렬했어서 그런건지
2023.07.11.,1.0,제 입맛에는 진짜 별로. 중국식 칼국수 느낌이었는데 칼국수가 느글거리긴 처음. 만두도 그냥저냥 아무데서나 사먹는 맛. 특히 국수가 느글거려서 김치가 너무 땡기는데 여기 김치는 마늘 범벅이어서 손이 안감. 김치 먹으면 별로여서 국수 한입. 국수 먹으면 김치가 땡겨서 김치 먹는데 이게 무슨 맛? 의 반복
2023.07.08.,4.0,사람이 너무 많은데 맛있다 콩국수 콩국수
2023.07.08.,2.0,"김치가 제일 맛있다!!
나머지는 모르겠다!!
저렇... 더보기"
2023.07.07.,4.0,"평소 좋아하는 칼국수집.
예전엔 밥먹고 입 헹굴 수 있게 화장실에 가글과
자일리톨 껌을 주었는데 이제 안줘서 먹고나면 찝찝"
2023.07.06.,5.0,"It was an amazing experience and I brought my foreign friends there too!! The menu is quite limited, but because it’s a Michelin restaurant, the standards are high and the food is g... 더보기"
2023.07.06.,5.0,언제나 최고
2023.07.06.,1.0,ㅋ자주본아줌마 는 기분파 세요?
2023.07.05.,3.0,"칼국수는  쏘쏘
김치는  마늘맛이  너무 강함"
2023.07.04.,4.0,None
2023.07.03.,4.0,"여기는 마늘 잔뜩 들어간 김치 먹으러 가는곳. 
칼국수도 맛있음."
2023.07.02.,3.0,30년 단골에다 해외사는지라 입국할때마다 들르는 곳인데 엊그제 가보고 너무 실망했네요. 너무 너무 불친절 하세요. 오픈런이라 빈자리가 많았는데 3-5분후에 일행이 온다는데도 아예 들어가지도 못하게 하고 (밖에 폭우라서 양해를 구했는데도... 더보기
2023.07.02.,4.0,None
2023.07.01.,4.0,혼자오면 독서실같은 자리를 줘서 공간은 협소하지만 여전히 맛있어요 얇은 만두피 마늘맛 김치 자꾸 생각나는맛
2023.07.01.,5.0,None
2023.06.30.,1.0,중국맛 칼국수…회전율이 좋은 것 치고 김치도 너무 안신선함
2023.06.29.,3.0,너무좁음 맛은 평균
2023.06.26.,3.0,외국인만 가는걸로. 현지인은 한번 가본 것으로 만족함.
2023.06.25.,5.0,"The noodles and soup is great, dumplings are pretty good as well. the servings are sufficient for 2 pax if you are planning to try everything"
2023.06.24.,1.0,"만두 포장을 2개 했는데 1개만 싸줬네요.
밥 먹는 도중에 옆에 두고 가서 확인을 못하고 집에 와서 보니 1개만 들어 있어... 더보기"
2023.06.23.,1.0,"혼자오니 뒤에 온 두명 손님 먼저 들여보냄 ㅎ
주문은 어찌하는지 안내도 없고 뭐 일일이 물어봐야 됨 ㅎ
왜 한국인은 안오고 외국인만 많은지 알겠네"
2023.06.23.,1.0,"넘넘 애정했던 곳인데 위생은 개선되었나요? 바퀴벌레 다리, 수세미조각 사건이후 못가고 있어요ㅠㅠ"
2023.06.22.,1.0,칼국수 국물이 맹탕. 덜 끓어서 그런거면 한번은 용서가 되지만ㅜㅜ 노란머리 외국인도 먆이 보이는 대한민국 대표식당이 점차 외면받을까봐 걱정되네
2023.06.21.,3.0,None
2023.06.21.,4.0,"칼국수를 별로 안 좋아하는데
이날따라 갑자기 땡겨서 명동 온 김에 먹어봄.
근데 혼자 온 사람은 다... 더보기"
2023.06.20.,2.0,만두는 맛있음 그렇다고 특별히 맛있는건 아님 칼국수 괜찮음 국물도 ㅇㅋ 근데 비빔국수는 양이 싸가지가 없음ㅋㅋ 크게 네젓가락뜨면 사라짐 쓴맛이 많이남 미쉐린가이드 준놈 줘패얄듯 ㄹㅇㅋㅋㅋ
2023.06.19.,2.0,"초심을 잃은 곳...
4월에 방문했다가
혹시나 하고 어제 재방문했으나,
무조건 정해... 더보기"
2023.06.18.,3.0,"초심을 잃은것 같음 예전의 그 맛이 아님
명동에 가면 제일 먼저 찾게 되는 맛집이었는데 칼국수도 김치도 조금 실망스러웠음"
2023.06.18.,5.0,맛이 모든것을 커버함 콩국수 진국! 칼국수맛이 안변함 김치존맛 어렸을때 갔어도 나이들어가도 명동맛집👍
2023.06.18.,5.0,None
2023.06.18.,3.0,"양파맛이 강해서일까 어쩐지 짜장면 맛이 나는 칼국수. 담백이랑은 거리가 멀다. 
마늘 좋아하지만 김치에서 마늘이 과하다고 느껴짐"
2023.06.17.,5.0,None
2023.06.17.,4.0,국물과 만두가 정말 맛있고 가성비도 좋습니다. 면이 쫄깃하지 않은건 아쉽습니다. 그래도 추천할만큼 맛있습니다.
2023.06.17.,3.0,혼자왔는데 어디앉아야 되냐고 묻자 인상 찌푸리고 대꾸도 안함.....다른 서버분이 주문받아주심.. 유명하다해서 와봤는데.. 앞으론 별로 가고싶지 않네요
2023.06.16.,5.0,"칼국수 김치 모두 맛있다
줄이 길지만 회전이 빨라 금방 줄어드는 편"
2023.06.13.,5.0,"30년 넘게 다닌 맛집 

양이 쭐어드... 더보기"
2023.06.12.,5.0,旨い!!!
2023.06.11.,5.0,None
2023.06.10.,5.0,"맛있다
짱맛탱"
2023.06.08.,2.0,한 번 가보고 굳이 안 감
2023.06.08.,4.0,None
2023.06.08.,5.0,None
2023.06.07.,5.0,None
2023.06.06.,4.0,"막 친절한 느낌은 아니지만
그렇다고 막 불친절하시지도 않아요
줄이 길어도 회전율이 빨라서 금방 들... 더보기"
2023.06.04.,5.0,None
2023.06.04.,5.0,None
2023.06.03.,5.0,최고입니다
2023.06.02.,1.0,"이렇게 황당한 적은 처음이에요. 주문하고 기다리고 있었더니 처음 주문받았던 분이랑 다른 아주머니가 와서 왜 주문안하냐, 주문한건데요 하니 주문했으면 결제를 (당연히) 먼저 해야 하는 거 아니냐고 저를 면박주셨어요 (그전 종업원분은 주문만 받아가셨고 결제에 대해서는 아무런 말씀 없으셔서 몰랐구요) 옆에서 보시던 분... 더보기"
2023.06.02.,5.0,"칼국수로 빌딩을 세운 집
먹어보면 이해가 됩니다.
마늘 김치의 알싸함과 녹진한 육수의 칼국수
... 더보기"
2023.06.01.,5.0,None
2023.05.31.,1.0,"옛날엔 사람많아도갔었는데 , 오늘가고선 이젠 안와야겠다 생각했어여 ~계산만 칼같이받고, 접시달라해도안주고 사리추가요청해도 대답도안하고..한참기다리다가 다른분한테 얘기하고 뿔어있는 사리받았어요 .서비는 최악인듯여 .컷트머리파마아줌마 다... 더보기"
2023.05.31.,4.0,음식은맛있게먹었는데사람들이넘많았어요....
2023.05.28.,3.0,여기 좋아했는데……….
2023.05.27.,3.0,"23. 5. 27. 물가가 올라서 그런지, 키오스크와 서빙 로봇을 구매해서 그런지 전반적으로 퀄리티가 떨어진 느낌..! 점점 더 육수가 묽어지는거 같고, 다먹고 입... 더보기"
2023.05.27.,3.0,가격은 쎄지만 어마어마한 외국인들 입장에 두번 놀라고갑니다
2023.05.26.,5.0,만두가 정말 맛있어요
2023.05.22.,5.0,요즘 기다리지않아 좋아요
2023.05.20.,3.0,쏘쏘
2023.05.19.,5.0,가장 맛있는 식사 한끼
2023.05.19.,2.0,그냥 무난한 칼국수 맛. 음식 나오는 곳 쪽에서 식사를 했는데 직원들이 물어보는 거에 대답도 안해주고 본인들끼리 불만 가득한 얼굴로 궁시렁 거림. 어차피 외국인들 덕에 장사가 잘 돼서 그런지 직원들 태도가 엉망 .
2023.05.18.,4.0,다음날 마늘향 감당 가능하면 추천
2023.05.17.,4.0,"마늘김치가 상당히 맛있습니다. 하지만 식사 환경이 환기가 잘 되지 않아 답답하고 복잡합니다.

고기 베이스의 육수인데 칼국수는 역시 멸칼인가요?"
2023.05.16.,5.0,"면이 옛날과 좀달라졋지만
여전히 맛있었어요

... 더보기"
2023.05.14.,5.0,칼국수는 말할 것도 없고 김치 존맛
2023.05.13.,5.0,None
2023.05.12.,4.0,만두는 평범! 김치가 그렇게 맛있다는데 저는 그냥 그랬어요ㅋㅋㅋ 칼국수 국물 진하고 면이 되게 부드럽고 맛있어요ㅠㅠ
2023.05.11.,4.0,"칼국수 국물의 화려한 외출.
몇번은 더 경험하고픈 강렬한 첫경험."
2023.05.11.,5.0,"마늘김치, 칼국수 맛있어요. 명동가면 항상가는 집!"
2023.05.11.,5.0,None
2023.05.11.,5.0,None
2023.05.09.,5.0,None
2023.05.08.,5.0,None
2023.05.08.,5.0,지금까지 먹어본 칼국수 중에 최고
2023.05.08.,5.0,None
2023.05.08.,2.0,"교자칼국수 좋아해서 오랜만에 찾아갔는데..
옛날맛이 아닌거같아요 ㅜㅜ"
2023.05.07.,3.0,"칼국수 주문: 면은 부드럽고, 고기국물이 진함! 양도 많고, 같이 온 일행들도 만족함, 만두도 담백하고 맛있음. 칼국수에 만두 4개 넣어줬는데, 개인적으로 따로 시킨 만두가 더 맛있다"
2023.05.07.,1.0,"너무 늑늑한 맛
만두는 역시 비비고"
2023.05.07.,5.0,None
2023.05.05.,1.0,"칼국수 만두 비빔국수 
또 가진 않습니다"
2023.05.05.,4.0,언제나 맛있어요.
2023.05.05.,5.0,None
2023.05.05.,3.0,None
2023.05.05.,3.0,None
2023.05.05.,2.0,"맛은 있습니다. 그런데 직원이 물도 안주고 달라 해도 계속 안 주고 3번 불러야 줌 그리고 줄 설때 아저씨가 너무 불친절
글고 칼국수인데 만원.. 선 넘네"
2023.05.04.,4.0,None
2023.05.04.,5.0,None
2023.05.04.,5.0,None
2023.05.04.,4.0,None
2023.05.04.,3.0,추억팔이하러가는 것 외엔 친절은 기대하지마시길.
2023.05.04.,5.0,"가끔 생각나는 칼국수
만두도 맛나요~~~  👍"
2023.05.03.,5.0,넘 맛도리 30년 단골입니다
2023.05.03.,3.0,칼국수는 별로였지만 김치가 존맛이어서 김치 먹으려규 칼국수 먹었음 김치에 마늘향이 강해서 호불호 갈릴 듯 하지만 난 마늘의 민족이라 만족했음 칼국수는 미리미리 끓여놔서 면이 다 퍼졌음
2023.05.03.,4.0,"회전율이 굉장히 빠른곳이예요!
덕분에 웨이팅 없이 빠르게 들어갔지만 약간의 여유 없이 수저에서 손을 떼면 쫒겨나듯 나와야해요
하지만 안매운 짬뽕같은 칼국수맛이 자꾸... 더보기"
2023.05.03.,4.0,None
2023.05.03.,5.0,늘 가도 맛있다. 진한 칼국수 국물과 마늘맛이 강한 겉절이의 조화가 기가막힘. 밥말아먹어도 꿀맛
2023.05.03.,4.0,None
2023.05.03.,5.0,마늘주사 맞지말고 여기와서 마늘김치 두접시 먹으면 됨
2023.05.03.,5.0,None
2023.05.03.,5.0,None
2023.05.01.,2.0,"이젠 맛집이 아니라고 생각합니다.
맛이 없어요. 비싸기만하고.
김치도 예전만 못해"
2023.04.30.,4.0,"서빙로봇 귀여움
김치가 맛있다🤤"
2023.04.30.,4.0,사람많지만 회전율 빨라서 많이 안기다려요! 비싸지만 맛있습니다
2023.04.28.,3.0,비빔국수가 그나마 맛있고 칼국수는 고추가루 안 넣은 불짬뽕 맛이네요
2023.04.28.,5.0,명동갈때마다 거의 가는곳 가격이 많이 비싸졌지만 여전히 그맛 그대로 리필도되고 좋음
2023.04.28.,1.0,가장 중요한 맛도 없고 줄 서는 곳 여자 직원은 물어보는 말에 귀찮다는 듯 신경질적으로 대답하고 주문받는 남자 직원은 자리에 앉자마자 가방도 안내려놨는데 주문 계~~속 재촉하고 결제한 카드 식탁위에 슬라이드하듯 던지고... 여기가 왜 유명한지 모르겠네요 맛있으면 ... 더보기
2023.04.27.,4.0,진짜 맛있었는데 갈수록 맛도 조금씩 변하고 김치도 변하고 그래도 여전히 맛있음
2023.04.26.,3.0,"중국집+칼국수맛이 나는곳 그래서 호불호 갈릴수도있지만 무난하게 잘 먹고 왔어요 또 비빔국수 맛있는데 마늘 좋아하시는 분이라면 좋아할것같아요
하지만 자리가 너무 좁네요"
2023.04.24.,5.0,None
2023.04.24.,1.0,"양 작고, 짜고~
사람 많은 이유를 모르겠음   
비빔국수 짜고  ... 더보기"
2023.04.23.,3.0,None
2023.04.18.,5.0,"저희는 50년 단골입니다. 
캐나다로 이민갔지만 한국에 올 때마다 꼭 들러줘야하는 곳이지요. 
갈수록 인기이고 외국사람도 많은 곳이 되어 줄도 사야하지만 넘 자랑스럽네요. 칼국수"
2023.04.17.,1.0,"맛 3.5점 / 10점
서비스 0.5점 / 10점"
2023.04.16.,3.0,가격은 올랐는데 양은 줄고… 맛은 변한 느낌이 드네요 명동 하면 생각나던 칼국수집이었는데 아쉬워요
2023.04.15.,5.0,이거 먹으러 서울와요 🤗🤗
2023.04.14.,1.0,None
2023.04.10.,5.0,마시써요잉
2023.04.08.,5.0,"늘 한결같은 맛있음을 기대하고, 여지없이 기대를 충족해줍니다."
2023.04.06.,3.0,맛있는데 너무 정신없고 테이블도 제대로 안닦아줌..
2023.04.05.,5.0,"맛집중에 맛집 
칼국수는 명동교자~!"
2023.04.04.,5.0,정말 맛있어요 칼국수 최고의 맛👍
2023.04.03.,1.0,칼국수 맛있다는분들 신기하네 맛있는데 안가보셨나 칼국수에서 쌀국수맛이남.. 테이블 간격이 너무좁아서 불편함
2023.03.29.,5.0,None
2023.03.29.,5.0,None
2023.03.27.,4.0,"시간지나면 생각나는 맛.
부들부들한 면.. 맛=평타침
자리는 많지만 테이블 협소, 웨이팅은 빨리 줄어드는 편."
2023.03.27.,4.0,"명동오면 꼭 한번 들러야 하는 집 칼국수 , 김치, 만두 조합 굿
다만 사람 많고 협소함이 불편"
2023.03.26.,5.0,서울에 살면 한번은 꼭 먹어봐야 되는 칼국수 맛입니다. 웨이팅 미쳤고 엄청 붐비는 와중에도 2층 직원분들 친절하셨어요.
2023.03.26.,5.0,None
2023.03.25.,3.0,"그릇 작아졌어요
양 줄었어요
서비스로 주시던 껌 없어졌어요
새컵에 물이 그대로 있는채로 포... 더보기"
2023.03.23.,1.0,여기가 그 바선생이 콩국수에 갈려서 들어간..
2023.03.21.,3.0,"그냥 칼국수랑 만두
인상적이진 않았음
재방문 할 것 같지도 않음"
2023.03.20.,4.0,None
2023.03.20.,2.0,"오늘 오후에 먹은 칼국수 만두  그저 그런맛이네요.
김치에 왠 마늘을 그렇게 많이 넣어는지?  김치 본연의 맛이 나지 않음"
2023.03.19.,2.0,"칼국수 하나랑 만두 주문
메뉴가 넘 기름지고 김치는 맵다(외국인들도 엄청 많이오는데 매울듯..) 테이블이 좁고 손님을 우겨넣어서 상당히 어수선하고 정신없는 느낌이었음."
2023.03.16.,1.0,"기본적으로 눈을 맞추지 않고 소통보단 일방적인 응대, 벨이 없는데 아무리 손을 들어도 주문받지 않는 무신경, 김치한번 리필받는데 '잠깐만'이라고 반말하고 다시 오지 않는 여러명의 직원들, 나보다 늦게 받은 아주머니가 다 먹고 갈때나 받은 김치, 깨끗한 컵을... 더보기"
2023.03.13.,1.0,"저녁시간대 방문하였는데 2층의 검은옷직원의 불친절한 태도와 더불어 타직원들에게 매우 강압적이고 짜증을내어 식사하는 내내 불쾌하였음. 
칼국수맛은 짜장면맛... 더보기"
2023.03.13.,3.0,"별점 3.5

-한 번쯤은 먹어볼 만 함.
-면이 부들부들하고 간이 잘 배어있음. 김치랑 같이 먹으면 맛있지만 나트륨폭탄 주... 더보기"
2023.03.13.,1.0,"이게 맛있다는 사람의
미각을 의심해봐야하는 수준."
2023.03.12.,4.0,나름 가성비 + 때때로 찾게되는 지속적수요... 특유의 중독성이 있음
2023.03.12.,3.0,"맛이 변함 국물이 너무 밍밍해짐 
옛날에 그 찐하고 걸쭉하기 직전이던 국물이 아님"
2023.03.09.,1.0,"명동에서 매우 유명한 가게라고 추천을 받아 방문하였는데, 맛을 떠나 굉장히 낮은 수준의 서비스에 실망했습니다. 검은 옷에 안경을 쓰신 여성 직원분께서 굉장히 불친절할 뿐만 아니라 다른 직원 분께서 실수로 다른 테이블의 메... 더보기"
2023.03.07.,2.0,None
2023.03.06.,5.0,None
2023.03.04.,5.0,올웨이즈 레전드
2023.03.02.,1.0,"만두.칼국수.  이름값을  못하내요.  이름이  아까움.  만두 먹고  뱃속에서  고기냄새가 나서.  안 좋았음.  
줄서서  먹을  그런.. 맛은  전혀아님."
2023.02.25.,5.0,언제와도 맛있고 청결해요 고마워요
2023.02.20.,1.0,잠시 자리비웠는데 다른사람이 앉아 있네요 칼국수 진짜 맛없어요 완전 비추!!
2023.02.17.,2.0,"예전의 그 명동칼국수를 기대하고 가시면 대 실망합니다.
우육면 비슷한 된장국 색깔의 육수에 풀어진 면발, 만두가 들어 있는 칼국수
60대 후반인 우리 부부가 먹었던 게 아닙니다. 겉절이도 그렇고..."
2023.02.17.,2.0,None
2023.02.14.,5.0,None
2023.02.13.,1.0,"칼국수, 만두는 맛있음 근데 요즘 이정도 맛집은 마음 먹으면 찾을듯..김치는 정말 최악 ..  이건 마늘김치인줄..
불친절한건 손님이 많으니까 그런가보다할수있는데 관리자, 매니저, 사장?  여튼 아래 직원 혼... 더보기"
2023.02.12.,1.0,"비빔국수가 아니라 마늘국수 먹는줄 ..

만원짜리 식사를 시켜도 국물... 더보기"
2023.02.12.,1.0,"맛이 정말... 특히 비빔국수는 ㅠ
예전엔 일부러 찾아가는 맛집이었는데 이젠 ~"
2023.02.08.,1.0,"바퀴벌레 출현 시기
22년1월24일 칼국수에서 바퀴벌레 다리 나옴(네이버 블로그)
22년6월18일 콩국수에서 바퀴벌레 다리 나옴(네이버 지도 후기)
... 더보기"
2023.02.07.,5.0,칼국수랑 만두 맛있어요!
2023.02.07.,5.0,"요즘은 명동에서 주1회. 먹는데
먹을때마다 점점 더 맛있어요.
강추"
2023.02.05.,3.0,10년만에 갔는데 솔직히 맛이 없진 않습니다. 근데 올라간 만두는 그냥 만두피 수준이고 고기 좀 들어있는 칼국순데 이게 이렇게 미친듯이 줄서서 먹을 일인가요? 외국인들도 신기해서 줄서서 먹고가던데 솔직히 그정돈 아닙니다. ㅋㅋㅋ 다른 맛있는거 많은데 여기만 줄이 어마어마해서 이해가 안갈뿐.
2023.02.05.,3.0,어렸을때 가족들 손 붙잡고 명동 오면 꼭 들렸던 곳. 마지막 방문은 2017년쯤 했는데 너무 사람 빽빽하고 빨리 먹고 나가라는식의 접대가 별로였음. 맛은 그대로 좋았으나 양은 살짝 줄어든 상태였음. 밑에 리뷰 보니 최근 바선생님도 나오... 더보기
2023.02.01.,4.0,변함없는 그맛…그렇게 사람들 평점 낮게 줌에도 불구하고 사람들이 붐비는 이유는? 그래도 맛은 있다..라는게 맛집학계 정설
2023.02.01.,4.0,김치맛집
2023.01.31.,4.0,None
2023.01.28.,5.0,None
2023.01.27.,5.0,마늘맛 김치가 인상적이에요. 칼국수는 잡채맛같은국물..ㅎㅎ
2023.01.26.,5.0,솔직히 여기 다들 왜 이러는지는 모르겠는데 4살부터 갔었는데 진짜 존맛탱이고 사이즈 작아진대는데 그대로임 ㄹㅇ 그리고 그 바선생 사건은 사실이지만 그뒤에는 위생이 진짜 깔끔해짐 11년차 다니는데 엄청 바쁠때 한번 칼 2개에 만두 3개 시켰는데 칼 ... 더보기
2023.01.23.,3.0,"만두는 굳
칼숙수는 평균이하"
2023.01.23.,3.0,None
2023.01.16.,1.0,"옛날이 훨씬 맛있었음
지금은 맛 이상해짐
짜장면에 국물 부은 거 같음"
2023.01.13.,5.0,맛탱이
2023.01.13.,5.0,늘 먹던 만두와 차원이 다르다. 입에 넣고 씹는 순간 풍부한 육즙에 한 가득.최고~~~~~~줄이 길어도 빠르게 회전되는 점도 최고~~~~
2023.01.12.,2.0,정신 없고 사람 많고 직원들도 바빠서 그런지 불친절해요. 칼국수랑 만두 맛은 기대했던거에 비하면 평범해요.
2023.01.09.,5.0,칼국수 만두
2023.01.08.,4.0,None
2023.01.08.,3.0,예전에 설구경하러 올때마다 들렀던 곳. 거의 십여년만에 찾아온거 같은데 예전 맛 그대로다 ㅎㅎ 칼국수면 식감 좋고 국물에는 간고기 듬뿍 마늘향 듬뿍 불맛도 살짜쿵 느껴지고. 마늘이 잔뜩 들어간 것절이 김치... 더보기
2023.01.04.,5.0,None
2023.01.04.,1.0,"음식의 양은 날이갈수록 적어지고 테이블의 크기는 날이갈수록 작아진다. 

이태원은 불친... 더보기"
2023.01.02.,4.0,None
2023.01.01.,2.0,솔직히… 왜 줄서서 먹는지 모르겠어요. 맛도 평타. 직원들은 많이 바빠서그런지 불친절해요. 잘못하고 물을 바닦에 흘려 죄송하다고하고 걸래... 더보기
2023.01.01.,1.0,"손님을 손님 취급하지 않는곳
돈벌이로만 취급하는 곳은 언제가는..."
2022.12.31.,2.0,None
2022.12.29.,1.0,"입구안내 직원의 불친철은 세계최고 !! 
외국인 친구들 데리고 갔다가 상당히 불쾌했음 
설명 그지같이해서 다시 물어보니 막 소... 더보기"
2022.12.28.,1.0,"12월24일방문하여습니다만이기다리다가들어갔습니다직원들정말불친절하고
칼국수맛은지금까지먹어본칼국수중최악  다시가고십은생각단1도업음
명동교자업주는머니만벌리면손님으안중에도업음 다시안가다절대안간다"
2022.12.28.,1.0,"와 진짜. 블친절 끝판. 중국인줄.

직원들 단체로 교... 더보기"
2022.12.26.,1.0,"예전보다 훨씬 못한 맛.. 게다가 여기 바퀴벌레 내용땜에 찾아보니 찐 행정처분 내려졌던 사건 ㅜㅜ 속 안좋아졌어요....
=
30... 더보기"
2022.12.25.,4.0,"존맛 호불호 갈리지만 난 호..
테이블 너무 붙어있어서 급식소 같은 느낌.... 더보기"
2022.12.25.,4.0,칼국수 만두
2022.12.24.,5.0,이집 맛있어요~~~~
2022.12.24.,1.0,"그렇게 맛있대서 웨이팅하고 가봤는데
면은 불어있고 진짜 맛없었음
왜 그렇게 명동교자에 환장해 있는지 모르겠... 더보기"
2022.12.23.,3.0,"비빔보단 칼국수가 맛있는곳
만두는 피도 얇고 맛있었어요
근처 갔다가 따뜻한... 더보기"
2022.12.22.,4.0,음........ 가끔 생각나면 먹을 맛...?
2022.12.22.,4.0,None
2022.12.22.,2.0,"웨이팅 엄청길고.. 김치는 맛있는데 칼국수는 그냥 그래요
바빠서그런가 불친절하시고 뭔가 정신없이 먹어서 먹은거같지도않은.. 친구가 멀리서와서 먹어보고싶다해서 먹었는데 저는 다시는 안갈거같아요"
2022.12.21.,4.0,가끔 가는데 먹을만해요 먹고나면 하루종일 입에서 마늘냄시나요
